  EVENTID;TYPE;AUTHOR   ;DATE      ;TIME       ;LAT     ;LON      ;DEPTH;DEPFIX;AUTHOR   ;TYPE  ;MAG ;autho2;type2;mag2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2889428;ke  ;ISC      ;4/05/2000;03:15,8;6,858;-73,0712;154,4;      ;ISC      ;mb    ;3,5;IDC      ;mb    ;3,2;RSNC     ;ML    ;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301929291;ke  ;RSNC     ;4/05/2000;33:01,5;6,811;-73,06;152,8;      ;RSNC     ;ML    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301928476;ke  ;RSNC     ;5/05/2000;45:36,2;6,873;-73,14;148,1;      ;RSNC     ;ML    ;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301928853;ke  ;RSNC     ;5/05/2000;49:11,5;6,84;-73,133;153,2;      ;RSNC     ;ML    ;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301929424;ke  ;RSNC     ;6/05/2000;57:37,8;6,804;-73,136;147,8;      ;RSNC     ;ML    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301928158;ke  ;RSNC     ;7/05/2000;16:20,1;6,834;-73,082;144,8;      ;RSNC     ;ML    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301929677;ke  ;RSNC     ;9/05/2000;52:48,9;6,853;-73,174;147,5;      ;RSNC     ;ML    ;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301928609;ke  ;RSNC     ;9/05/2000;42:04,7;6,809;-72,984;146,2;      ;RSNC     ;ML    ;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2889924;ke  ;ISC      ;9/05/2000;46:52,0;6,8145;-73,1612;150;TRUE  ;ISC      ;mb    ;3,5;IDC      ;mb    ;3,1;RSNC     ;ML    ;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301928995;ke  ;RSNC     ;11/05/2000;15:17:33;6,821;-73,137;149;      ;RSNC     ;ML    ;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2890205;ke  ;ISC      ;13/05/2000;34:43,5;6,7726;-72,977;161;TRUE  ;ISC      ;mb    ;3,5;RSNC     ;ML    ;4,4;IDC      ;mb    ;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930212;ke  ;RSNC     ;13/05/2000;05:57,3;6,813;-73,028;145,9;      ;RSNC     ;ML    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930403;ke  ;RSNC     ;13/05/2000;18:00,5;6,778;-73,104;144,8;      ;RSNC     ;ML    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301929444;ke  ;RSNC     ;14/05/2000;37:02,7;6,82;-73,151;146,7;      ;RSNC     ;ML    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301929319;ke  ;RSNC     ;16/05/2000;4:08:11;6,848;-73,096;150,4;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930411;ke  ;RSNC     ;16/05/2000;7:43:24;6,803;-73,07;151,8;      ;RSNC     ;ML    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301929301;ke  ;RSNC     ;17/05/2000;25:23,7;6,788;-73,066;153,6;      ;RSNC     ;ML    ;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2890582;ke  ;ISC      ;19/05/2000;22:57,9;6,8307;-73,0839;156,1;      ;ISC      ;mb    ;3,8;RSNC     ;ML    ;4,2;IDC      ;mb    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1802675;ke  ;ISC      ;19/05/2000;46:18,2;6,8088;-72,9293;161,8;      ;ISC      ;mb    ;4;NEIC     ;mb    ;3,8;IDC      ;mb    ;3,7;RSNC     ;ML    ;4,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301928950;ke  ;RSNC     ;20/05/2000;59:44,3;6,844;-73,119;147,2;      ;RSNC     ;ML    ;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2890729;ke  ;ISC      ;21/05/2000;50:11,5;6,9154;-73,187;166;TRUE  ;ISC      ;mb    ;3,6;RSNC     ;ML    ;3,3;IDC      ;mb    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301928842;ke  ;RSNC     ;22/05/2000;19:36,9;6,795;-73,148;140,4;      ;RSNC     ;ML    ;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1802913;se  ;ISC      ;22/05/2000;48:56,1;6,8375;-72,9768;166;TRUE  ;ISC      ;mb    ;3,6;NEIC     ;mb    ;3,6;RSNC     ;ML    ;4;IDC      ;mb    ;2,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301929292;ke  ;RSNC     ;22/05/2000;42:50,7;6,798;-73,142;138,6;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1802944;se  ;ISC      ;22/05/2000;22:35,9;6,8883;-73,0716;150,5;      ;ISC      ;mb    ;3,9;NEIC     ;mb    ;3,5;RSNC     ;ML    ;4,2;IDC      ;mb    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930154;ke  ;RSNC     ;23/05/2000;0:32:20;6,83;-73,02;149,4;      ;RSNC     ;ML    ;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1803042;se  ;ISC      ;23/05/2000;47:48,8;6,8429;-73,0457;156,3;      ;ISC      ;mb    ;4,1;NEIC     ;mb    ;4,3;RSNC     ;ML    ;4,7;IDC      ;mb    ;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2890877;ke  ;ISC      ;24/05/2000;40:18,6;6,7497;-73,1505;166;TRUE  ;ISC      ;mb    ;3,6;IDC      ;mb    ;3;RSNC     ;ML    ;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301929575;ke  ;RSNC     ;25/05/2000;01:56,6;6,826;-73,201;134,5;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301929644;ke  ;RSNC     ;27/05/2000;24:35,5;6,806;-73,025;150,2;      ;RSNC     ;ML    ;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301929519;ke  ;RSNC     ;27/05/2000;33:32,5;6,693;-73,106;138,3;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2891110;ke  ;RSNC     ;27/05/2000;07:18,4;6,836;-73,077;156;      ;RSNC     ;ML    ;4,2;UAV      ;mb    ;3,8;IDC      ;mb    ;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930186;ke  ;RSNC     ;28/05/2000;52:03,5;6,801;-73,012;151,6;      ;RSNC     ;ML    ;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301929243;ke  ;RSNC     ;28/05/2000;30:51,9;6,786;-73,203;146;      ;RSNC     ;ML    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301928887;ke  ;RSNC     ;30/05/2000;18:13,8;6,816;-73,077;151,7;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930192;ke  ;RSNC     ;30/05/2000;24:12,4;6,862;-72,99;148,2;      ;RSNC     ;ML    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301929649;ke  ;RSNC     ;30/05/2000;51:42,7;6,773;-73,037;151,3;      ;RSNC     ;ML    ;3,8;UAV      ;mb    ;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301933015;ke  ;RSNC     ;3/06/2000;57:30,4;6,743;-73,1;146;      ;RSNC     ;ML    ;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931270;ke  ;RSNC     ;3/06/2000;50:40,3;6,783;-73,013;155,4;      ;RSNC     ;ML    ;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2771662;ke  ;ISC      ;4/06/2000;37:58,8;6,7924;-73,0155;161;TRUE  ;ISC      ;mb    ;3,7;RSNC     ;ML    ;4,4;IDC      ;mb    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301933011;ke  ;RSNC     ;4/06/2000;50:10,6;6,757;-73,123;150;      ;RSNC     ;ML    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1807289;se  ;ISC      ;4/06/2000;25:22,6;6,8546;-73,0943;159,2;      ;ISC      ;mb    ;3,8;UAV      ;mb    ;4;RSNC     ;ML    ;4,5;NEIC     ;mb    ;4;IDC      ;mb    ;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930886;ke  ;RSNC     ;6/06/2000;27:31,9;6,804;-73,047;157,5;      ;RSNC     ;ML    ;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2772315;ke  ;ISC      ;7/06/2000;38:33,7;6,8326;-73,0794;166;TRUE  ;ISC      ;mb    ;3,4;IDC      ;mb    ;3,9;UAV      ;mb    ;3,8;RSNC     ;ML    ;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931528;ke  ;RSNC     ;7/06/2000;56:47,6;6,819;-73,051;148;      ;RSNC     ;ML    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930762;ke  ;RSNC     ;8/06/2000;48:34,5;6,843;-73,052;147;      ;RSNC     ;ML    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932150;ke  ;RSNC     ;10/06/2000;30:55,8;6,766;-73,133;142;      ;RSNC     ;ML    ;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931738;ke  ;RSNC     ;11/06/2000;37:52,6;6,786;-72,971;152,5;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930508;ke  ;RSNC     ;12/06/2000;45:52,6;6,919;-73,036;156;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931732;ke  ;RSNC     ;14/06/2000;56:20,3;6,754;-73,194;133,6;      ;RSNC     ;ML    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931444;ke  ;RSNC     ;14/06/2000;01:14,9;6,771;-73,126;153,8;      ;RSNC     ;ML    ;3,8;UAV      ;mb    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930494;ke  ;RSNC     ;15/06/2000;1:47:31;6,74;-73,056;151;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931041;ke  ;RSNC     ;15/06/2000;1:48:43;6,706;-73,018;144;      ;RSNC     ;ML    ;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930526;ke  ;RSNC     ;15/06/2000;33:27,3;6,778;-72,923;159,2;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932315;ke  ;RSNC     ;15/06/2000;13:05,9;6,804;-73,092;150,9;      ;RSNC     ;ML    ;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2773321;ke  ;ISC      ;16/06/2000;51:57,1;6,7846;-73,0005;159,6;      ;ISC      ;mb    ;3,4;IDC      ;mb    ;3,9;RSNC     ;ML    ;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932446;ke  ;RSNC     ;16/06/2000;02:22,6;6,775;-73,136;145,9;      ;RSNC     ;ML    ;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2773357;ke  ;ISC      ;17/06/2000;02:14,2;6,7535;-73,0571;161;TRUE  ;ISC      ;mb    ;3,8;RSNC     ;ML    ;4,7;IDC      ;mb    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930880;ke  ;RSNC     ;17/06/2000;11:09:02;6,78;-73,063;149,1;      ;RSNC     ;ML    ;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932534;ke  ;RSNC     ;18/06/2000;02:33,1;6,79;-73,118;155,2;      ;RSNC     ;ML    ;3,9;UAV      ;mb    ;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930480;ke  ;RSNC     ;18/06/2000;58:49,6;6,802;-73,014;156;      ;RSNC     ;ML    ;3,7;UAV      ;mb    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930824;ke  ;RSNC     ;19/06/2000;11:35,4;6,812;-73,168;153,6;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2773612;ke  ;RSNC     ;20/06/2000;01:46,1;6,849;-73,106;155,9;      ;RSNC     ;ML    ;4,1;UAV      ;mb    ;3,8;IDC      ;mb    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2773652;ke  ;ISC      ;20/06/2000;38:08,6;6,8696;-73,0908;154;      ;ISC      ;mb    ;3,6;UAV      ;mb    ;3,9;RSNC     ;ML    ;4,5;IDC      ;mb    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931905;ke  ;RSNC     ;21/06/2000;23:02,4;6,725;-73,097;144;      ;RSNC     ;ML    ;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2773681;ke  ;ISC      ;21/06/2000;16:19,1;6,6836;-73,0547;161;TRUE  ;ISC      ;mb    ;3,5;RSNC     ;ML    ;4,1;IDC      ;mb    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931504;ke  ;RSNC     ;22/06/2000;46:08,4;6,802;-73,08;148,9;      ;RSNC     ;ML    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931840;ke  ;RSNC     ;23/06/2000;07:42,3;6,755;-73,072;148,3;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932417;ke  ;RSNC     ;24/06/2000;12:46,9;6,738;-73,051;145,2;      ;RSNC     ;ML    ;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932490;ke  ;RSNC     ;24/06/2000;22:38,6;6,766;-73,075;150,9;      ;RSNC     ;ML    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930916;ke  ;RSNC     ;26/06/2000;38:58,7;6,783;-73,037;155,1;      ;RSNC     ;ML    ;3,7;UAV      ;mb    ;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932107;ke  ;RSNC     ;26/06/2000;47:36,3;6,752;-73,079;147,4;      ;RSNC     ;ML    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930679;ke  ;RSNC     ;26/06/2000;52:40,3;6,711;-73,062;141,7;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932297;ke  ;RSNC     ;26/06/2000;23:49:34;6,825;-73,159;146;      ;RSNC     ;ML    ;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930982;ke  ;RSNC     ;27/06/2000;15:02:53;6,779;-72,974;158,7;      ;RSNC     ;ML    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930746;ke  ;RSNC     ;29/06/2000;58:45,1;6,727;-73,013;141,5;      ;RSNC     ;ML    ;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932774;ke  ;RSNC     ;29/06/2000;14:13:10;6,79;-73,002;155,5;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1809907;se  ;ISC      ;29/06/2000;22:19,4;6,7571;-73,0442;166;TRUE  ;ISC      ;mb    ;4;NEIC     ;mb    ;4,3;RSNC     ;ML    ;4,4;IDC      ;mb    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930429;ke  ;RSNC     ;30/06/2000;20:48,8;6,759;-73,316;126;      ;RSNC     ;ML    ;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932258;ke  ;RSNC     ;30/06/2000;02:56,7;6,742;-73,164;146,9;      ;RSNC     ;ML    ;3,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931028;ke  ;RSNC     ;1/07/2000;20:21,6;6,755;-73,186;144;      ;RSNC     ;ML    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932427;ke  ;RSNC     ;1/07/2000;00:03,4;6,76;-73,063;155,4;      ;RSNC     ;ML    ;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932672;ke  ;RSNC     ;2/07/2000;25:07,3;6,873;-73,025;152;      ;RSNC     ;ML    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932495;ke  ;RSNC     ;2/07/2000;28:22,6;6,872;-73,066;151,1;      ;RSNC     ;ML    ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930471;ke  ;RSNC     ;2/07/2000;38:12,5;6,857;-73,056;154,2;      ;RSNC     ;ML    ;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301933112;ke  ;RSNC     ;2/07/2000;19:08,3;6,788;-72,959;155,8;      ;RSNC     ;ML    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932469;ke  ;RSNC     ;2/07/2000;45:06,1;6,819;-73,131;145,6;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931449;ke  ;RSNC     ;3/07/2000;9:56:56;6,737;-73,07;154,6;      ;RSNC     ;ML    ;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931790;ke  ;RSNC     ;5/07/2000;09:51,3;6,754;-73,143;150;      ;RSNC     ;ML    ;3,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931200;ke  ;RSNC     ;5/07/2000;28:04,3;6,744;-73,1;149;      ;RSNC     ;ML    ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932168;ke  ;RSNC     ;5/07/2000;27:14,7;6,865;-73,083;143;      ;RSNC     ;ML    ;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932521;ke  ;RSNC     ;5/07/2000;22:57:52;6,801;-73,129;151,6;      ;RSNC     ;ML    ;3,9;UAV      ;mb    ;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931009;ke  ;RSNC     ;6/07/2000;59:49,6;6,759;-73,107;146,8;      ;RSNC     ;ML    ;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932574;ke  ;RSNC     ;8/07/2000;33:50,3;6,834;-73,084;150,4;      ;RSNC     ;ML    ;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932996;ke  ;RSNC     ;8/07/2000;26:05,5;6,868;-73,051;158;      ;RSNC     ;ML    ;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2401380;se  ;ISC      ;10/07/2000;58:28,9;6,8538;-73,0569;156,2;      ;ISC      ;mb    ;3,7;RSNC     ;ML    ;4;UAV      ;mb    ;3,8;IDC      ;mb    ;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932735;ke  ;RSNC     ;10/07/2000;09:43,3;6,755;-73,088;143,9;      ;RSNC     ;ML    ;3,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2401516;se  ;ISC      ;11/07/2000;57:31,7;6,764;-73,0221;158,9;      ;ISC      ;mb    ;3,8;NEIC     ;mb    ;4,2;IDC      ;mb    ;3,5;UAV      ;mb    ;4;RSNC     ;ML    ;4,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2775839;ke  ;ISC      ;11/07/2000;11:10,8;6,7608;-73,0142;150;TRUE  ;ISC      ;mb    ;3,7;RSNC     ;ML    ;3,6;UAV      ;mb    ;3,8;IDC      ;mb    ;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931833;ke  ;RSNC     ;12/07/2000;04:48,7;6,812;-73,067;146;      ;RSNC     ;ML    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2401957;se  ;ISC      ;14/07/2000;00:20,9;6,7716;-72,9559;166;      ;ISC      ;mb    ;3,8;UAV      ;mb    ;4;IDC      ;mb    ;3,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2401977;se  ;ISC      ;14/07/2000;03:33,8;6,6491;-72,9022;159,3;      ;ISC      ;mb    ;3,7;UAV      ;mb    ;4,1;IDC      ;mb    ;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301932099;ke  ;RSNC     ;20/07/2000;49:31,1;6,803;-73,051;150;TRUE  ;RSNC     ;ML    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301930640;ke  ;RSNC     ;20/07/2000;47:59,1;6,864;-73,06;160;TRUE  ;RSNC     ;ML    ;3,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
301931502;ke  ;RSNC     ;21/07/2000;36:09,8;6,91;-72,977;156;      ;RSNC     ;ML    ;3,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
